director_name,actor_2_name,gross,actor_1_name,actor_3_name,facenumber_in_poster,budget,imdb_score
Edward Burns,Frank Vincent,9449219,John Mahoney,Michael McGlone,2,3500000,6.1
Bill Condon,Lynn Redgrave,6390032,Brendan Fraser,Kevin J. O'Connor,2,3500000,7.5
Juan José Campanella,Soledad Villamil,20167424,Ricardo Darín,Guillermo Francella,0,2000000,8.2
George A. Romero,John Amplas,,Greg Nicotero,Joseph Pilato,1,3500000,7.2
Gideon Raff,Gloria Votsis,,Gideon Emery,Derek Magyar,1,,4.8
Sam Raimi,Dan Hicks,5923044,Ted Raimi,Kassie Wesley DePaiva,0,3600000,7.8
Louis C.K.,J.B. Smoove,3293258,Wanda Sykes,Robert Vaughn,0,3000000,5.2
Anthony C. Ferrante,John Heard,,Ian Ziering,Cassandra Scerbo,0,1000000,3.3
Salvador Carrasco,Zaide Silvia Gutiérrez,886410,Elpidia Carrillo,Damián Delgado,0,3500000,6.8
André Øvredal,Johanna Mørck,252652,Otto Jespersen,Glenn Erland Tosterud,0,19900000,7
Robert Cary,Fred Willard,220234,Frances Conroy,Kevin Sussman,3,3500000,6.5
Akiva Schaffer,Nicholas Braun,34350553,Will Forte,Rosemarie DeWitt,4,68000000,5.7
Adam Rapp,Will Ferrell,101228,Zooey Deschanel,Dallas Roberts,4,3500000,6.4
Angela Robinson,Geoff Stults,96793,Jordana Brewster,Scoot McNairy,3,3500000,5.3
Warren P. Sonoda,Mykel Shannon Jenkins,123777,Diahann Carroll,Lara Jean Chorostecki,0,3500000,4.7
Amanda Gusack,Christian Campbell,,Alice Krige,Blaine Anderson,0,3500000,6.1
Avi Nesher,Elizabeth Berkley,,Fisher Stevens,Robert Townsend,6,1000000,5.5
,Ash Cook,,James Nesbitt,Genevieve O'Reilly,3,,7.3
Charles Adelman,Kevin Pollak,,Teri Polo,Jere Burns,0,3500000,4.8
Jay Oliva,Mark Valley,,Michael Emerson,Grey Griffin,0,3500000,8.4
Charles Ferguson,Jerry Brown,29233,Jane Goodall,Peter Agnefjall,0,3500000,7
Uwe Boll,Shelly Varod,,Bashar Rahal,Ralitsa Paskaleva,1,3500000,3.3
Mark Young,Jake Busey,,Alexa PenaVega,Lew Temple,2,3500000,5.4
Daniel Petrie Jr.,Jeff Fahey,,Chris Brochu,Rita Wilson,0,3500000,4.8
Antonio Simoncini,Joe Egan,,Ray Winstone,Glen Murphy,1,3440000,3.1
Mel Brooks,Harvey Korman,,Madeline Kahn,Dick Van Patten,0,3400000,6.7
Luc Jacquet,Sofie Gråbøl,77413017,Morgan Freeman,Romane Bohringer,0,8000000,7.6
J.C. Chandor,Demi Moore,5354039,Kevin Spacey,Ashley Williams,8,3500000,7.1
Eldar Rapaport,Adrian Gonzalez,,Murray Bartlett,Edward Conna,1,,6.1
Clark Gregg,Matt Gerald,2926565,Anjelica Huston,Jonah Bobo,0,3000000,6.5
Damien Chazelle,Melissa Benoist,13092000,J.K. Simmons,Chris Mulkey,0,3300000,8.5
Fernando Meirelles,Seu Jorge,7563397,Alice Braga,Alexandre Rodrigues,0,3300000,8.7
Justin Kerrigan,John Simm,104257,Danny Dyer,Shaun Parkes,2,2200000,7.1
Nathan Frankowski,Rus Blackwell,,Corbin Bleu,Luis Antonio,7,3400000,6.6
Karen Moncrieff,Bruce Davison,17311,James Franco,Piper Laurie,0,,6.7
Thomas Vinterberg,Alexandra Rapaport,610968,Thomas Bo Larsen,Hana Shuan,1,3800000,8.3
Bob Clark,Darren McGavin,,Zack Ward,Scott Schwartz,0,4000000,8.1
Alejandro Monteverde,Ramon Rodriguez,8108247,Armando Riesco,Eduardo Verástegui,0,3300000,7.4
Mark L. Lester,Perry King,,Roddy McDowall,Timothy Van Patten,4,4300000,6.6
Jennifer Finnigan,Kenan Thompson,,Geoff Stults,Josh Hopkins,5,3300000,4.5
Eric Styles,Rupert Graves,7680,Samantha Morton,Miriam Margolyes,0,2000000,6.4
Laurent Cantet,Agame Malembo-Emene,3766595,François Bégaudeau,Angélica Sancio,7,,7.5
Roman Polanski,Mia Farrow,,John Cassavetes,Charles Grodin,0,2300000,8
John Ford,Woody Strode,,Lee Marvin,Vera Miles,1,3200000,8.1
Max Mayer,Terry Walters,2277396,Peter Gallagher,Amy Irving,0,,7.2
Joshua Marston,Wilson Guerrero,6517198,Catalina Sandino Moreno,Yenny Paola Vega,0,3000000,7.5
Mike Mills,Lou Taylor Pucci,5776314,Goran Visnjic,Mary Page Keller,4,3200000,7.2
John Gulager,Eric Dane,,Krista Allen,Henry Rollins,0,3200000,6.4
John Landis,Karen Allen,141600000,John Belushi,Tim Matheson,6,3000000,7.6
Guy Hamilton,Gert Fröbe,51100000,Honor Blackman,Lois Maxwell,2,3000000,7.8
Brandon Cronenberg,Douglas Smith,,Sarah Gadon,Caleb Landry Jones,0,3200000,5.7
Frank Capra,Lionel Barrymore,,Donna Reed,Thomas Mitchell,0,3180000,8.6
Danny Boyle,Shirley Henderson,16501785,Kelly Macdonald,Ewen Bremner,4,3500000,8.2
Spike Lee,Cedric the Entertainer,38168022,Bernie Mac,Steve Harvey,0,3000000,6.6
Tod Williams,Molly Ephraim,84749884,Sprague Grayden,Micah Sloat,0,3000000,5.7
Kirk Jones,David Kelly,24788807,James Nesbitt,Fionnula Flanagan,0,3000000,7.4
Michael Moore,Dick Clark,21244913,Michael Moore,Bill Clinton,2,4000000,8
Yimou Zhang,Daoming Chen,377420,Li Gong,Ni Yan,1,,7.3
Jack Sholder,Robert Rusler,30000000,Clu Gulager,Marshall Bell,0,2200000,5.4
James Ivory,Rupert Graves,20966644,Julian Sands,Denholm Elliott,0,3000000,7.4
James DeMonaco,Adelaide Kane,64423650,Rhys Wakefield,Chris Mulkey,0,3000000,5.7
Scott Derrickson,Victoria Leigh,48056940,Danielle Kotch,James Ransone,0,3000000,6.8
David Raynr,Mikki Padilla,19184015,Nancy O'Dell,Dayna Devon,1,3000000,5.4
Richard Brooks,Judith Anderson,,Burl Ives,Jack Carson,0,3000000,8.1
Ted Post,Gregory Sierra,,Linda Harrison,Victor Buono,0,3000000,6.1
Charles Martin Smith,Bill Cobbs,24629916,Kevin Zegers,Michael Jeter,0,3000000,5.1
Kunihiko Yuyama,Eric Stuart,,Veronica Taylor,Lisa Ortiz,0,16000000,5.6
Tom McLoughlin,Ron Palillo,19472057,Tony Goldwyn,Vincent Guastaferro,0,3000000,5.9
David Lean,Sessue Hayakawa,27200000,William Holden,Jack Hawkins,2,3000000,8.2
Patrick Read Johnson,Royal Dano,15369573,Ariana Richards,Tonya Lee Williams,1,3000000,5.3
Alfred Hitchcock,Bruce Dern,,Ed Lauter,William Devane,1,4490375,6.8
Billy Wilder,Ray Walston,,Fred MacMurray,David White,2,3000000,8.3
Adam Marcus,Leslie Jordan,15935068,Kane Hodder,Erin Gray,0,2500000,4.3
Alfred Hitchcock,Lila Kedrova,,Tamara Toumanova,David Opatoshu,1,6000000,6.7
Michel Gondry,Dave Chappelle,11694528,Common,Lauryn Hill,0,3000000,7.2
John Maclean,Kodi Smit-McPhee,229094,Michael Fassbender,Ben Mendelsohn,2,,6.9
Michael Schultz,LisaGay Hamilton,,Blair Underwood,Bobby Brown,0,3000000,6.6
Benny Boom,Donald Faison,10017041,Omari Hardwick,Mike Epps,3,3000000,5.9
Richard Brooks,Jean Simmons,,Shirley Jones,Edward Andrews,1,3000000,7.9
Stanley Kramer,Montgomery Clift,,Maximilian Schell,Spencer Tracy,0,3000000,8.3
David Raynr,Deon Richmond,9016377,Donald Faison,Countess Vaughn,3,,5.2
,Seth Green,,Matthew Senreich,Breckin Meyer,0,,7.8
Howard Hawks,Walter Brennan,,Montgomery Clift,Harry Carey Jr.,0,3000000,7.8
Nnegest Likké,Jimmy Jean-Louis,7059537,Mo'Nique,Joyful Drake,0,3000000,3
Richard Linklater,Ariane Labed,8114507,Seamus Davey-Fitzpatrick,Athina Rachel Tsangari,1,3000000,7.9
Christopher Leitch,Robert Neary,7888703,John Astin,Kim Darby,1,3000000,3.2
Don Coscarelli,A. Michael Baldwin,7282851,Angus Scrimm,James Le Gros,1,3000000,6.5
Michael Schultz,Kimberly Elise,6879730,Loretta Devine,Clifton Powell,0,,6.9
Patricia Cardoso,Lupe Ontiveros,5844929,America Ferrera,George Lopez,1,3000000,7
,Jessica De Gouw,,Rachel Griffiths,Luke Ford,0,15000000,7.4
Deepa Mehta,Lisa Ray,3222857,John Abraham,Seema Biswas,0,,7.8
Damien O'Donnell,Jimi Mistry,4170647,Archie Panjabi,Om Puri,0,1900000,6.9
Peter M. Cohen,Brian Van Holt,4142507,Callie Thorne,David Heyman,1,3000000,4.4
Mira Nair,Sarita Choudhury,4109095,Indira Varma,Rekha,0,3000000,6
Nicole Holofcener,Thomas Ian Nicholas,4033268,Oliver Platt,Ann Morgan Guilbert,0,,6.6
Mel Stuart,Jack Albertson,,Peter Ostrum,Julie Dawn Cole,1,3000000,7.8
Anthony Hickox,Zach Galligan,3902679,Julian Sands,Paula Marshall,0,3000000,5.3
Tom Schulman,George Hamilton,3559990,Kristy Swanson,Dyan Cannon,0,3000000,5.3
Terrence Malick,Stuart Margolin,,Sam Shepard,Richard Libertini,0,3000000,8
Jill Sprecher,Rob McElhenney,3287435,Matthew McConaughey,Amy Irving,2,4500000,7.1
Darren Stein,Judy Greer,3071947,Julie Benz,Jeff Conaway,3,3500000,5.4
Julian Schnabel,Michael Wincott,2961991,Gary Oldman,Courtney Love,4,3300000,6.9
Noah Baumbach,Grace Gummer,4063238,Greta Gerwig,Vanessa Ray,0,,7.4
Gavin Hood,Nambitha Mpumlwana,2912363,Terry Pheto,Rapulana Seiphemo,1,3000000,7.3
Todd Solondz,Jon Lovitz,3000000,Philip Seymour Hoffman,Dylan Baker,9,3000000,7.8
George Gallo,Joe Howard,2223990,Eddie Griffin,Robert Noble,1,3000000,6.6
Kevin Smith,Haley Joel Osment,1821983,Johnny Depp,Michael Parks,0,3000000,5.4
Chan-wook Park,Ji-tae Yu,2181290,Min-sik Choi,Hye-jeong Kang,0,3000000,8.4
David Nixon,Michael Bolten,2848578,Robyn Lively,Christopher Schmidt,0,3500000,6.3
Jason Eisener,Robb Wells,703002,Gregory Smith,Molly Dunsworth,4,3000000,6.1
Enrique Begne,Héctor Jiménez,3105269,Kevin Pollak,Erick Elias,2,3000000,5
Matthew Bright,Dan Hedaya,,Bokeem Woodbine,Robert Peters,1,3000000,6.9
Michael Landon Jr.,Kevin Gage,252726,William Morgan Sheppard,Brianna Brown,0,3000000,7.2
Andrea Arnold,Harry Treadaway,373060,Michael Fassbender,Jason Maza,0,,7.3
Whit Stillman,Megalyn Echikunwoke,1007535,Greta Gerwig,Zach Woods,5,,5.7
,Colm Feore,,Craig T. Nelson,Megalyn Echikunwoke,3,,5
Leslye Headland,Adam Scott,418268,Kirsten Dunst,Andrew Rannells,3,3000000,5.3
,Megan Hilty,,Danny Pino,Zach Grenier,0,,7.9
Bobby Roth,Aaron Ashmore,,Virginia Madsen,Lindsey Haun,2,,5
Tim Heidecker,William Atherton,200803,Michael Gross,Bob Ross,3,3000000,5.3
Rupert Wyatt,Cjon Saulsberry,33631221,George Kennedy,Griffin Cleveland,1,25000000,6
,Amanda Mealing,,Susan Hampshire,Tim Healy,0,,7.6
Marco Kreuzpaintner,Kostja Ullmann,95016,Alicja Bachleda,Robert Stadlober,0,2700000,7.4
Kate Connor,Eric Stoltz,73678,Johnny Pacar,Brendan Fehr,1,3000000,5.9
Deon Taylor,Betsy Russell,143000,Matt Cohen,Noah Segan,0,5000000,4.1
Jason Alexander,Patti LuPone,39852,Gretchen Mol,Peter Onorati,1,3000000,6.7
Xavier Gens,Lauren German,22000,Michael Biehn,Rosanna Arquette,4,3000000,5.8
Conor McPherson,Iben Hjejle,128937,Aidan Quinn,Jim Norton,0,,6.2
Will Canon,Scott Mechlowicz,,Frank Grillo,Aaron Yoo,1,3000000,5.3
Philip Zlotorynski,Darren Keefe Reiher,,Neil Hopkins,David Douglas,1,3000000,3.3
Tim Burton,Alan Rickman,334185206,Johnny Depp,Anne Hathaway,0,200000000,6.5
Lance Kawas,Michael Rapaport,,Taylor Negron,Talia Shire,1,3000000,6.2
Francesca Gregorini,Amy Sedaris,5005,Tom Everett Scott,Chris Kattan,2,3000000,5.9
Marcio Garcia,Kristi Clainos,,John Savage,Emily Nelson,3,3000000,5.5
David Wain,Amy Poehler,,Christopher Meloni,Jack McBrayer,2,,5.5
Craig Moss,Ashley Martin,,French Stewart,Olivia Alexander,0,3000000,2.6
Michael Jai White,Alex Meraz,,Michael Jai White,Jillian Murray,3,3000000,5.8
John Boorman,Angie Dickinson,,Lee Marvin,Carroll O'Connor,0,3000000,7.4
Paolo Monico,Sarah Rafferty,,Stephanie Szostak,Salvatore Santone,0,3000000,5.1
Youssef Delara,David Bianchi,,Noel Gugliemi,Jason Priestley,0,800000,5.2
Darin Scott,Shantel VanSanten,,Julian Morris,John Robinson,2,3000000,4.8
Christian Sesma,Brooke Newton,,Bokeem Woodbine,Brett Wagner,4,3000000,3.9
Monte Hellman,Jack Taylor,,Everett McGill,Fabio Testi,1,3000000,6.2
Kenneth Branagh,Derek Jacobi,201148159,Hayley Atwell,Lily James,1,95000000,7
Brian Caunter,Stacy Keach,,Mike Starr,Frank Vincent,3,3000000,6.2
Chris D'Arienzo,Cybill Shepherd,,Judy Greer,Shea Whigham,2,,5.9
Walter Salles,Matheus Nachtergaele,5595428,Fernanda Montenegro,Othon Bastos,0,2900000,8
Frank Capra,Glenn Ford,,Ann-Margret,Thomas Mitchell,2,2900000,7.3
Isaac Florentine,Nick Chinlund,,Anthony L. Fernandez,Scott Evans,1,3000000,4.9
Susan Seidelman,Michael Nouri,3123749,Dyan Cannon,Brenda Vaccaro,8,1500000,6.5
Michael Polish,Patrick Bauchau,,Olivia Rose Keegan,Mia Barron,0,3000000,4.3
Heidi Ewing,James Ransone,100675,Greg Crowe,Tempestt Bledsoe,0,3000000,6.4
Richard Donner,Patrick Troughton,,Lee Remick,Billie Whitelaw,2,2800000,7.6
Alexandre Aja,Maïwenn,3645438,Cécile De France,Oana Pellea,1,2200000,6.8
Leon Ford,Patrick Brammall,,Maeve Dermody,Kelly Paterniti,1,,6.1
Hank Braxtan,Gregory Cruz,,Q'orianka Kilcher,Allegra Carpenter,0,3000000,4
Craig Brewer,Paula Jai Parker,22201636,Isaac Hayes,Elise Neal,1,8000000,7.4
Billy Wilder,Joe E. Brown,25000000,Nehemiah Persoff,George Raft,2,2883848,8.3
John Carl Buechler,Terry Kiser,19170001,Kane Hodder,William Butler,0,2800000,5.3
Victor Fleming,Terry,22202612,Margaret Hamilton,Billie Burke,3,2800000,8.1
Mel Brooks,Peter Boyle,86300000,Madeline Kahn,Teri Garr,0,2800000,8
George A. Romero,Shawn Roberts,952620,Megan Park,Joe Dinicol,0,2000000,5.7
Rajkumar Hirani,Sanjay Dutt,,Vidya Balan,Jimmy Shergill,0,120000000,8.2
Victor Nunez,Patricia Richardson,9054736,Peter Fonda,Vanessa Zima,1,2700000,7.1
Carroll Ballard,Kelly Reno,,Teri Garr,Hoyt Axton,0,2700000,7.4
Rohit Jugraj,Neeru Bajwa,,Bhavkhandan Singh Rakhra,Diljit Dosanjh,2,3000000,6.6
Thorbjørn Christoffersen,Frank Hvam,,Iben Hjejle,Casper Christensen,0,,5.7
John Ford,Cesar Romero,,Lee Marvin,Jack Warden,1,2686585,6.9
Alex van Warmerdam,Ariane Schluter,,Rijk de Gooyer,Henri Garcin,0,2650000,7
Victor Fleming,Esther Williams,,Spencer Tracy,Irene Dunne,0,2627000,7
Mel Brooks,David Huddleston,119500000,Madeline Kahn,Harvey Korman,0,2600000,7.8
Joseph Zito,Tom Everett,32600000,Judie Aronson,Kimberly Beck,0,1800000,5.9
Pawel Pawlikowski,Agata Trzebuchowska,3826455,Joanna Kulig,Agata Kulesza,1,,7.4
James Ivory,Denholm Elliott,3130592,Rupert Graves,Simon Callow,1,2600000,7.8
Frank Sebastiano,Laurie Metcalf,475000,Joe Lo Truglio,Seymour Cassel,2,2800000,6
Rand Ravich,Charlize Theron,10654581,Johnny Depp,Clea DuVall,0,34000000,5.3
Stacy Peralta,Gabrielle Reece,2276368,Gerry Lopez,Laird John Hamilton,1,,7.9
Nacho Vigalondo,Nacho Vigalondo,38108,Karra Elejalde,Bárbara Goenaga,0,2600000,7.2
Hao Ning,Bo Huang,,Jack Kao,Zheng Xu,1,15000000,7.4
Tony Giglio,Nick Searcy,,Brianna Brown,Beth Broderick,1,2600000,5.3
Stanley Donen,Debbie Reynolds,,Rita Moreno,Cyd Charisse,0,2540800,8.3
Joe Cross,Joel Fuhrman,,Joe Cross,Amy Badberg,2,2500000,7.6
Michael Tiddes,Alanna Ubach,40041683,Essence Atkins,J.B. Smoove,6,2500000,5.1
Dinesh D'Souza,Zackary Steven Graham,33349949,Barack Obama,Dinesh D'Souza,0,2500000,5.1
Rob Zombie,Tyler Mane,33386128,Scout Taylor-Compton,Margot Kidder,0,15000000,4.9
Tom Hanks,Charlize Theron,25809813,Tom Hanks,Ethan Embry,6,26000000,6.9
Tommy Lee Wallace,Dan O'Herlihy,14400000,Tom Atkins,Nancy Kyes,0,2500000,4.6
Don Taylor,M. Emmet Walsh,,Roddy McDowall,Sal Mineo,0,2500000,6.3
Martin Ritt,Melvyn Douglas,,Patricia Neal,Whit Bissell,0,2500000,7.9
Leslie Small,La'Princess Jackson,32230907,David Jason Perez,Dana Hanna,0,2500000,6.7
Gus Van Sant,Udo Kier,6401336,Keanu Reeves,Flea,2,2500000,7.1
Zach Braff,Michael Weston,26781723,Armando Riesco,Jill Flint,3,2500000,7.6
Richard Linklater,Hans Weingartner,5400000,Hanno Pöschl,Dominik Castell,1,2500000,8.1
Éric Tessier,Michel Côté,,Patrick Huard,Jean Pierre Bergeron,0,3200000,6.6
Alison Maclean,Samantha Morton,1282084,Billy Crudup,Mark Webber,1,2500000,7
Alice Wu,Ato Essandoh,1186323,Joan Chen,Jessica Hecht,0,,7.6
Sarah Gavron,Christopher Simpson,1094998,Satish Kaushik,Tannishtha Chatterjee,1,,6.7
Jake Schreier,Joshua Ormond,3325638,Frank Langella,Ana Gasteyer,3,2500000,7.1
Isabel Coixet,Julian Richings,395592,Sarah Polley,Amanda Plummer,1,2000000,7.6
James Ponsoldt,Jennifer Jason Leigh,6851969,Shailene Woodley,Dayo Okeniyi,1,2500000,7.1
Randall Miller,Elden Henson,333658,William Hurt,Michael Bower,0,34000,7.1
Larry Charles,Tal Bachman,12995673,Bill Maher,Steve Burg,1,2500000,7.7
Joshua Tickell,Sheryl Crow,173783,Larry David,George W. Bush,0,2500000,7.6
Tim Boxell,Diana Scarwid,118666,Bruce McGill,Tom Bower,7,2500000,6.6
Rawson Marshall Thurber,Stephen Root,114324072,Gary Cole,Joel David Moore,0,20000000,6.7
Michael D. Sellers,Carly Schroeder,71904,Katharine Ross,George Harris,1,2500000,5.7
Reed Cowan,Emily Pearson,99851,Dustin Lance Black,Gavin Newsom,0,2500000,7.1
James Dodson,Anupam Kher,115504,Larry Miller,Shriya Saran,2,14000000,6.2
Stefan Ruzowitzky,Rüdiger Vogler,5725,Benno Fürmann,Sebastian Blomberg,0,8400000,6.1
Alex Rivera,Jacob Vargas,75727,Leonor Varela,Tenoch Huerta,0,2500000,5.9
James Gunn,Rainn Wilson,322157,Linda Cardellini,Paul T. Taylor,0,2500000,6.8
John Murlowski,Piper Mackenzie Harris,,Ashley Scott,Lochlyn Munro,2,2500000,5.8
Benni Diez,Cecilia Pillado,,Clifton Collins Jr.,David Masterson,0,2500000,5
Danny Perez,Emmanuel Kabongo,,Natasha Lyonne,Mark Webber,1,3500000,6.3
Spike Lee,Harry Lennix,5731103,Bernie Mac,Andre Braugher,10,2400000,6.8
Robby Henson,Max Ryan,978908,Marc Blucas,Justine Waddell,0,2400000,5.1
Mike Judge,Patrick Fischler,438653,Anthony 'Citric' Campos,David Herman,0,,6.6
Zackary Adler,Kevin Leslie,,Simon Merrells,Kris Sommerville,0,2500000,5
Shane Meadows,Joseph Gilgun,327919,Stephen Graham,Jack O'Connell,0,1500000,7.7
Dominic Burns,Sean Pertwee,,Julian Glover,Bianca Brigitte VanDamme,0,2500000,3.1
George Sidney,Basil Rathbone,,Esther Williams,Red Skelton,2,2361000,6.5
Carmen Marron,Aimee Garcia,178739,Jossara Jinaro,Rene Rosado,0,2450000,3.9
Tim McCanlies,Michael O'Neill,565592,Ethan Embry,Alexandra Holden,0,,6.8
George Sidney,Ava Gardner,,Agnes Moorehead,Howard Keel,3,2295429,7
Mario Van Peebles,Cinda McCain,27012,Tom Skerritt,Luke Perry,4,,5.9
Jason Stone,Ellen Burstyn,,Topher Grace,Christopher Heyerdahl,2,,5.8
Jerry Rees,Phil Hartman,,Jon Lovitz,Mindy Sterling,0,2300000,7.3
James Algar,Deems Taylor,76400000,Leopold Stokowski,,0,2280000,7.8
William Friedkin,Fernando Rey,,Roy Scheider,Tony Lo Bianco,0,1800000,7.8
Jaco Booyens,Sebastian Aguilar,,Nicole Smolen,Ivette Alvarez,1,2500000,6.9
Steve Miner,Dana Kimmell,36200000,Richard Brooker,Catherine Parks,0,4000000,5.7
Danny Steinmann,Melanie Kinnaman,21300000,Tiffany Helm,Dominick Brascia,0,2200000,4.7
Michael Landon Jr.,Louise Fletcher,379643,Henry Thomas,A.J. Buckley,0,2200000,5.9
Jon Gunn,Delroy Lindo,12985267,Alexa PenaVega,Madison Pettis,5,2300000,5.9
Hayley Cloake,Kayla Ewell,,Brian Austin Green,Linden Ashby,2,2200000,4.3
Tay Garnett,Greer Garson,,Jessica Tandy,Lionel Barrymore,0,2160000,7.5
Shyam Madiraju,Ethan Peck,,Jessica Lowndes,Brad Schmidt,2,,4.8
Harmage Singh Kalirai,Zohra Segal,,Saeed Jaffrey,Shobu Kapoor,3,1200000,5.8
Rita Merson,James Wolk,,Ryan Guzman,Jason Ritter,5,2400000,5.3
Jon Knautz,Daniel Kash,,Rachel Skarsten,Stefanie Drummond,2,2500000,6
William Wyler,Teresa Wright,23650000,Myrna Loy,Dana Andrews,5,2100000,8.1
Larry Clark,Nick Stahl,510092,Kelli Garner,Brad Renfro,0,,7
Petter Næss,Per Christian Ellefsen,313436,Jørgen Langhelle,Sven Nordin,0,15500000,7.6
Robert Fontaine,Arturo Castro,3330,Michael Derek,Brad Lee Wind,0,2100000,7.2
Jaume Balagueró,Pablo Rosso,,Manuela Velasco,Carlos Lasarte,0,1500000,7.5
Patricia Cardoso,Martha Higareda,,Rosie Perez,Cheyenne Haynes,1,2100000,6.3
Dan Perri,David Proval,,Travis Myers,Carmen Argenziano,0,2100000,6.7
Neil Mcenery-West,Michael Chapman,,Walter Hendrix III,Louise Brealey,0,,4.8
Anthony O'Brien,Maria Doyle Kennedy,,James Ransone,Shaun O'Hagan,1,2100000,5.5
Terence Young,Daniela Bianchi,24800000,Robert Shaw,Lois Maxwell,0,2000000,7.5
Michael Herz,Jessica Dublin,792966,Phoebe Legere,Lisa Gaye,2,2300000,5.1
,Alan Autry,,Carroll O'Connor,Crystal R. Fox,1,,7.4
Woody Allen,John Beck,,Woody Allen,Mews Small,0,2000000,7.3
David Robert Mitchell,Ruby Harris,14673301,Maika Monroe,Jake Weary,0,2000000,6.9
Woody Allen,John Carradine,,Woody Allen,Lynn Redgrave,5,2000000,6.8
Robert Mulligan,Brock Peters,,Robert Duvall,William Windom,0,2000000,8.4
George Miller,Bruce Spence,9003011,Vernon Wells,Kjell Nilsson,0,2000000,7.6
Chia-Liang Liu,Anita Mui,11546543,Andy Lau,Ho-Sung Pak,1,2000000,7.6
Stanley Kubrick,Shelley Winters,,James Mason,Lois Maxwell,0,2000000,7.7
Kimberly Peirce,Brendan Sexton III,11533945,Alicia Goranson,Jeannetta Arnette,0,2000000,7.6
Chris Kentis,Julia Taylor Ross,12555230,Eric Sheffer Stevens,Adam Trese,0,2000000,5.3
Florian Henckel von Donnersmarck,Ulrich Mühe,11284657,Sebastian Koch,Martina Gedeck,3,2000000,8.5
Alex Kendrick,Alex Kendrick,34522221,Ben Davies,T.C. Stallings,7,2000000,7
Robert Rossen,Jackie Gleason,,George C. Scott,Murray Hamilton,1,2000000,8
Jack Conway,Spencer Tracy,,Hedy Lamarr,Claudette Colbert,8,1614000,7.1
Sylvain Chomet,Charles Linton,7002255,Michel Robin,Béatrice Bonifassi,0,9500000,7.8
Chris Eyre,Irene Bedard,6719300,Michael Greyeyes,Gary Farmer,3,2000000,7.2
Shari Springer Berman,James Urbaniak,6003587,Josh Hutcherson,Daniel Tay,0,,7.5
Richard Linklater,Albert Delpy,5792822,Vernon Dobtcheff,Marie Pillet,0,2700000,8
Alejandro G. Iñárritu,Jorge Salinas,5383834,Adriana Barraza,Goya Toledo,0,2000000,8.1
Catherine Hardwicke,Sarah Clarke,4599680,Holly Hunter,Kip Pardue,2,1500000,6.8
Elia Kazan,Celeste Holm,,Dean Stockwell,John Garfield,3,2000000,7.4
Debra Granik,Shelley Waggener,6531491,Jennifer Lawrence,Lauren Sweetser,2,2000000,7.2
Kevin Macdonald,Brendan Mackey,4581222,Nicholas Aaron,Joe Simpson,0,,8.1
Henry King,Don Ameche,,Tyrone Power,John Carradine,2,2000000,7
Miranda July,Brad William Henke,3885134,Najarra Townsend,Miranda July,0,2000000,7.4
Charles Ferguson,George W. Bush,4311834,Matt Damon,Barney Frank,0,,8.3
Max Joseph,Emily Ratajkowski,3590010,Vanessa Lengies,Jonny Weston,0,2000000,6.1
Jim Jarmusch,Gano Grills,3300230,Henry Silva,Richard Portnow,1,,7.5
David Ayer,Christian Bale,3335839,J.K. Simmons,Noel Gugliemi,2,2000000,7
Jerry Jameson,Leonor Varela,2557668,David Oyelowo,Sydelle Noel,1,2000000,5.3
Steven Soderbergh,Enrico Colantoni,2506446,Julia Roberts,Blair Underwood,0,2000000,4.7
Kevin Tenney,Tawny Kitaen,7369373,Kathleen Wilhoite,Rose Marie,1,2000000,5.7
,Amy Sedaris,,Stephen Colbert,Maria Thayer,3,,8.1
Kenneth Branagh,Brian Blessed,4414535,Julie Christie,Richard Briers,0,18000000,7.8
John Cameron Mitchell,Peter Stickles,1984378,Sook-Yin Lee,Raphael Barker,3,2000000,6.5
Ari Folman,Ronny Dayag,2283276,Ari Folman,Zahava Solomon,0,1500000,8
Gary Rogers,Kirby Heyborne,1098224,Noah Danby,Bruce Newbold,1,2000000,3.3
Charles Ferguson,Dick Cheney,1430185,Campbell Scott,Donald Rumsfeld,0,2000000,8.3
Marielle Heller,David Fine,1477002,Alexander Skarsgård,Austin Lyon,3,2000000,6.9
,Jon Tenney,,Anne Hathaway,Debrah Farentino,5,,7.3
David Sington,Buzz Aldrin,1134049,John F. Kennedy,Neil Armstrong,0,2000000,8.1
Kelly Reichardt,Zoe Kazan,977600,Bruce Greenwood,Shirley Henderson,1,,6.5
Fenton Bailey,Bill Maher,653621,Hugh M. Hefner,Linda Lovelace,0,2000000,6.8
Bob Giraldi,Manny Perez,110000,Danny Aiello,Ajay Naidu,1,,7.3
Jill Sprecher,Bob Balaban,444354,Alanna Ubach,Jamie Kennedy,4,,6.4
Huck Botko,Krysta Rodriguez,535249,Matt Bennett,Zack Pearlman,0,3400000,4.6
Luc Besson,Isabelle Adjani,,Christopher Lambert,Jean-Hugues Anglade,1,17000000,6.5
David Duchovny,Mark Margolis,371081,Robin Williams,Frank Langella,2,6000000,7
Mitchell Lichtenstein,Nathan Parsons,347578,Jess Weixler,John Hensley,1,,5.4
Lance Mungia,Stephane Gauger,124494,Jeffrey Falcon,Kim De Angelo,1,2000000,6.7
Kundan Shah,Bobby Deol,,Karisma Kapoor,Shakti Kapoor,2,,2.8
